"AID","GSWGT4_2"
"94575387",4143.020451413
"94575393",1716.777355693
"94575404",3184.294976179
"94575425",5486.308236993
"94575462",3999.239929178
"94575463",3999.239929178
"94575465",5560.111587548
"94575471",4922.783758345
"94575522",2028.777069616
"94575629",2694.626478812
"94575805",2822.974414463
"94575838",4095.963469221
"94575868",4038.548472868
"94575876",6762.77223634
"94575907",2896.24688402
"94575940",827.462430145
"94575943",816.756111203
"94575946",900.770280267
"94575948",1337.122404463
"94575955",1647.837038051
"94575963",4784.343989592
"94575966",3903.098651087
"94575969",4694.584689827
"94575985",2083.635180651
"94575989",5855.802480728
"94575991",1571.472176647
"94576007",3525.846229453
"94576024",3762.881502212
"94576103",3740.947565138
"94576105",4961.60832082
"94576154",5273.330310448
"94576216",3415.32498145
"94576254",4618.234505673
"94576263",3239.490342793
"94576281",5268.526108296
"94576292",5618.217476745
"94576352",4357.386215008
"94576357",4357.386215008
"94576395",4491.084291222
"94576411",3920.398785187
"94576432",3675.014615084
"94576537",4068.151022217
"94576610",3183.069561184
"94576615",4376.049076248
"94576631",3654.315997667
"94576659",4357.386215008
"94576661",2983.250314466
"94576685",3701.842886887
"94576706",3089.523552737
"94576844",2242.433075458
"94576943",1849.712392062
"94576983",5268.526108296
"94576985",4225.500655745
"94577050",4397.128287059
"94577061",4742.728493254
"94577082",3492.528635737
"94577084",1563.275330764
"94577123",1768.655274428
"94577128",926.676754943
"94577129",1178.710865916
"94577163",4257.504276885
"94577168",4742.728493254
"94577222",1553.50002305
"94577226",3114.23619398
"94577264",4742.728493254
"94577361",5207.063626427
"94577452",4716.364752722
"94577480",4889.622511786
"94577781",5463.467451184
"94577921",1567.021457977
"94577923",1567.021457977
"94577924",2219.02152469
"94578088",4389.100415332
"94578095",4813.180053714
"94578096",4813.180053714
"94578101",1092.647637794
"94578106",5036.500883499
"94578110",6178.190541407
"94578117",1640.297519405
"94578127",649.452855708
"94578131",3831.816570453
"94578149",6220.30495102
"94578194",4113.49928429
"94578218",4284.837967091
"94578312",7502.454635668
"94578383",3310.280748508
"94578410",3592.378773181
"94578416",4140.110644137
"94578421",5077.09505821
"94578490",6454.957614084
"94578527",7645.300037408
"94578571",17141.87019066
"94578587",3808.427484354
"94578643",5222.2843072
"94578739",4411.304763975
"94578780",1296.934753223
"94578804",4170.075923238
"94578813",2645.791290931
"94578874",13660.774596521
"94578881",1361.887795987
"94578890",6454.957614084
"94578899",3622.709513559
"94578910",4140.110644137
"94578921",6442.847177103
"94578943",6220.30495102
"94578966",749.022820326
"94578984",1423.001456035
"94579174",10620.700249253
"94579176",8111.146142104
"94579179",10620.700249253
"94579232",4240.096231304
"94579262",2515.273497513
"94579290",4710.216599527
"94579291",4030.210574033
"94579292",4102.646346634
"94579294",3574.166089007
"94579295",4710.216599527
"94579296",3641.383313846
"94579299",3574.166089007
"94579374",6909.977318195
"94579375",8965.219000052
"94579930",2858.265094842
"94579939",6690.886492814
"94579941",2340.508186772
"94579944",2630.335417878
"94579945",3058.407891434
"94579946",3182.667424502
"94579962",2783.854643293
"94579968",2515.273497513
"94579974",3077.147183397
"94579997",3733.81699822
"94579998",4710.216599527
"94579999",3956.805280672
"94590955",4429.685617193
"94593905",3864.420067321
"94614472",3488.446363987
"94614679",5615.832293595
"94614976",5615.832293595
"94619063",6030.626264028
"94619162",5765.786647942
"94619167",6281.578952837
"94619262",6281.578952837
"94619266",8409.369613411
"94619369",6030.626264028
"94619466",5950.205473337
"94619467",6281.578952837
"94619469",6334.2198932
"94619867",3967.566938395
"94619963",5950.205473337
"94619964",6621.15461427
"94636352",3330.729286854
"94636354",4854.665044312
"94676728",5557.894174546
"94678273",5456.455535378
"94678274",5456.455535378
"94710033",6861.337456982
"94710139",5841.43294552
"94710188",1144.857720745
"94710239",5841.43294552
"94710376",7239.277546578
"94710390",5176.518155261
"94710392",4994.188490377
"94710450",5914.153126676
"94710871",9270.252555882
"94710883",7450.085153074
"94710974",1124.001702302
"94710989",6659.168489703
"94710994",5558.438800215
"94710998",5176.518155261
"94710999",5558.438800215
"94711065",5177.692345652
"94711176",1192.29639202
"94711266",4005.259128042
"94711862",4014.161489581
"94711973",1650.54011455
"94711974",3665.508666493
"94712047",7119.505493906
"94712211",6602.754530529
"94712218",6602.754530529
"94712341",11257.018171744
"94712396",3108.900277446
"94712917",6602.754530529
"94712942",7986.687649919
"94712975",1350.798662166
"94712990",3370.750511323
"94712998",3108.900277446
"94713002",3247.286378196
"94713301",591.948547389
"94713395",4396.14803381
"94713603",3247.286378196
"94713936",4625.771143369
"94714020",6248.017426489
"94714022",7683.40003043
"94714085",6366.110433796
"94714088",5922.491250286
"94714117",11157.93524421
"94714180",6366.110433796
"94714231",6482.026700566
"94714237",3499.049626521
"94714242",5813.606983314
"94714310",16795.624228468
"94714322",5645.220264178
"94714344",5813.606983314
"94714394",7253.548087189
"94714398",8423.793924149
"94714480",7364.999843075
"94714681",6366.110433796
"94714934",9211.965793759
"94714990",8423.793924149
"94715025",4885.737321423
"94715123",4885.737321423
"94715254",2851.963590739
"94715257",1008.521219958
"94715393",4252.067528239
"94715954",4037.237857933
"94715955",2851.963590739
"94715980",2640.291758117
"94715981",2640.291758117
"94715982",2640.291758117
"94715987",2640.291758117
"94715994",4252.067528239
"94716011",4342.134243034
"94716057",692.797885513
"94716068",3759.088660265
"94716095",3283.937651071
"94716153",2119.475410481
"94716192",2833.672983958
"94716217",5554.230103129
"94716265",5600.546710648
"94716281",6699.676096953
"94716290",4828.344040169
"94716293",1211.718457267
"94716315",5554.230103129
"94716358",4359.594101133
"94716627",5133.009861911
"94716668",3662.872606696
"94716893",4174.698120523
"94716975",524.398988111
"94716976",525.564552993
"94716987",5815.262903524
"94717262",4847.104356366
"94717461",6437.575053449
"94718027",7348.244773392
"94718105",3719.215720867
"94718125",7682.01001086
"94718180",992.010557903
"94718194",4013.409950599
"94718211",1144.233039205
"94718249",5459.867137597
"94718273",6375.840586994
"94718277",7097.877898061
"94718284",4635.990511589
"94718329",7682.01001086
"94718393",4013.409950599
"94718485",5706.778414571
"94718880",912.431468882
"94718888",1089.337292942
"94718944",6453.085482535
"94718971",7097.877898061
"94718987",4635.990511589
"94718998",3985.427087274
"94719270",6622.634953524
"94719279",6622.634953524
"94719932",1735.759722943
"94719933",2072.366617087
"94719935",2666.19339753
"94719936",2072.366617087
"94719978",6622.634953524
"95316851",5603.730772424
"95374971",2943.506211089
"95374972",3082.792850759
"95374973",3082.792850759
"95374975",2659.522177407
"95500036",4347.660343323
"95500235",4464.365884572
"95500280",5205.845634671
"95500332",4396.524982009
"95500333",5422.243736725
"95500710",5634.332896558
"95500839",5422.243736725
"95501960",4553.411182983
"95504188",7187.005141264
"95504228",7218.295963409
"95504423",6311.414230295
"95504481",6972.539960191
"95504484",7688.253356514
"95504487",6392.57728851
"95504608",699.503388894
"95504620",6250.748331911
"95504707",881.762418106
"95504709",4854.385874945
"95504888",5976.0514921
"95504902",1086.699866141
"95504947",4430.00420419
"95506022",4821.470019476
"95506098",4838.437833521
"95506124",3946.857489563
"95506154",6117.240877176
"95506202",3740.947565138
"95506230",1298.778443866
"95506308",3786.039412619
"95506309",3525.846229453
"95506395",442.858712136
"95506426",3762.881502212
"95506482",5049.652212376
"95506527",3437.787974474
"95506680",3582.399650771
"95506926",3899.85029377
"95507059",3669.554882745
"95507158",3841.161988743
"95507214",5656.592578149
"95507311",6598.048149301
"95507914",5805.467214402
"95508034",3541.195782951
"95508271",17141.87019066
"95508323",1069.001889146
"95508339",523.003335527
"95508624",3634.225255145
"95508833",4740.278833385
"95508931",4399.279024208
"95508980",3808.427484354
"95508981",7393.020218429
"95508984",4649.269004116
"95540910",601.143673288
"95543606",8150.22412326
"95544983",7146.468119381
"95544985",7146.468119381
"95546778",4176.936426782
"95546779",558.903044246
"95548969",3592.534326305
"95570025",2233.175588033
"95570097",4284.10577755
"95570121",2182.55235519
"95570123",1907.798964179
"95570184",5205.845634671
"95570294",3633.134910841
"95570299",3996.540043252
"95570353",756.671416135
"95570376",4441.786251591
"95570450",4429.685617193
"95570480",1185.374501229
"95570576",4464.285521013
"95570588",874.29113153
"95570621",736.696797849
"95570789",7632.92940683
"95570852",5002.40561778
"95570929",2124.346740633
"95571018",3057.138811639
"95571100",3099.981465864
"95571112",3390.140285007
"95571160",4471.441673022
"95571204",2115.501313932
"95571210",3057.138811639
"95571306",3216.097308411
"95571316",3047.810895907
"95571319",3502.413796205
"95571378",2508.619386159
"95571465",8323.193746446
"95571601",2950.688182791
"95571651",13361.618517513
"95571657",8987.995847534
"95571669",4610.76913576
"95571674",2074.391264657
"95571819",2943.225406004
"95571877",2415.460375958
"95571913",3734.070814363
"95572073",5559.183237878
"95572078",4533.660294271
"95572102",4768.327980166
"95572107",5512.024760816
"95572108",6119.119572801
"95572111",4656.461630934
"95572115",4365.369072978
"95572206",4793.271588995
"95572227",2946.231107729
"95572248",4519.482610401
"95572283",2315.958164158
"95572285",1727.049598305
"95572289",1417.190598897
"95572291",2060.74931479
"95572297",1726.581795905
"95572306",4559.000751538
"95572316",6241.611817396
"95572318",3708.481674726
"95572322",1880.339350165
"95572343",5276.833116759
"95572376",5559.183237878
"95572382",1490.881007795
"95572386",1135.378314419
"95572394",3275.397523006
"95572402",5512.024760816
"95572405",4523.685779558
"95572804",5575.49138349
"95572847",5276.833116759
"95572861",6352.918527827
"95572865",6352.918527827
"95572872",4533.660294271
"95572876",3762.777717803
"95572903",4559.000751538
"95572917",5288.379526277
"95572918",3708.481674726
"95572921",4735.732031893
"95572925",1305.500877406
"95572967",6352.918527827
"95572984",868.87110363
"95572985",988.926006963
"95573031",5566.567472851
"95573193",5099.426933851
"95573219",3850.820386516
"95573230",4072.103966247
"95573233",4072.103966247
"95573293",8853.835180774
"95573333",5731.877799403
"95573407",4664.162098989
"95573412",1909.818414867
"95573415",2456.849539505
"95573516",2578.824315865
"95573618",2712.154640363
"95573917",2034.098208516
"95573945",2872.496272719
"95573949",2569.480103253
"95573950",3082.740191979
"95573951",4440.356597644
"95573954",3192.93241449
"95573956",3537.46333291
"95573957",3537.46333291
"95573958",3537.46333291
"95573991",4320.873848054
"95573994",4552.845784883
"95574031",4693.343971212
"95574234",5353.293404143
"95574295",6081.70538026
"95574333",4665.219262801
"95574408",1152.908633253
"95574415",5174.690558531
"95574502",699.503388894
"95574503",881.762418106
"95574529",6538.706890138
"95574591",6622.047231
"95574604",1218.767913644
"95574608",1218.767913644
"95574614",3221.475283267
"95574615",4361.162268589
"95574617",4205.104157456
"95574733",4558.939147189
"95574745",4260.855693984
"95574790",6445.972837461
"95574804",987.893608204
"95574839",4173.57406976
"95574936",9179.749680477
"95574937",9179.749680477
"95574944",5157.769547352
"95574998",6600.334890152
"95575014",5213.468305932
"95575026",1956.5047413
"95575029",7020.035618692
"95575031",2923.563707383
"95575062",4038.548472868
"95575073",2680.381753954
"95575081",2591.89752592
"95575087",4615.101628822
"95575100",3072.764353528
"95575122",3864.757637931
"95575134",3290.912008531
"95575153",5679.512641403
"95575164",4038.548472868
"95575166",4038.548472868
"95575181",3868.067314376
"95575203",1882.749771408
"95575206",3072.764353528
"95575211",3847.35516972
"95575222",2474.67471238
"95575241",1903.545958082
"95575243",1700.788002713
"95575244",1301.562245985
"95575255",5803.870270523
"95575259",1647.837038051
"95575294",3332.089135392
"95575309",2052.198586027
"95575319",4255.692733808
"95575322",1788.901380254
"95575331",3554.072218672
"95575337",5055.795889798
"95575351",5679.512641403
"95575357",3590.111625203
"95575377",2680.381753954
"95575379",4250.579008371
"95575386",3780.8644559
"95575401",3111.148241807
"95575404",2973.486418421
"95575461",4357.831743421
"95575462",4931.96716428
"95575621",1788.901380254
"95575629",1039.701338287
"95575678",2680.381753954
"95575805",2343.613356571
"95575825",4312.417978583
"95575871",4922.783758345
"95575940",1320.950181479
"95575941",1389.261831663
"95575943",1481.40356994
"95575944",1340.787309055
"95575945",816.756111203
"95575946",1235.697409188
"95575985",5855.802480728
"95576034",3545.079609385
"95576037",3545.079609385
"95576039",3439.605970325
"95576052",903.627075221
"95576064",3423.944886611
"95576091",4389.085841811
"95576114",3237.456884725
"95576116",3415.32498145
"95576158",4306.21536271
"95576184",4567.963576869
"95576262",2983.250314466
"95576307",3103.337827756
"95576323",3832.123673918
"95576363",841.739422994
"95576414",4598.466807635
"95576435",4068.151022217
"95576447",1849.712392062
"95576471",4739.583404631
"95576519",5099.055708191
"95576586",5049.652212376
"95576759",6119.310844967
"95576763",3423.944886611
"95576814",3226.75880406
"95576815",4250.04940432
"95576817",3237.456884725
"95576832",4368.392975877
"95576841",1849.712392062
"95576852",6119.310844967
"95576898",612.809534322
"95576904",3083.275621134
"95577061",6170.134551796
"95577124",1948.252259767
"95577129",1178.710865916
"95577223",1178.710865916
"95577224",1553.50002305
"95577227",2219.02152469
"95577228",926.676754943
"95577229",1178.710865916
"95577267",5591.289171192
"95577321",926.676754943
"95577363",5591.289171192
"95577783",4570.06280641
"95577862",1850.29834819
"95577863",6625.699208226
"95577884",6556.327671984
"95577889",4570.06280641
"95577923",1567.021457977
"95577926",1781.221262802
"95577928",911.240064719
"95577986",6556.327671984
"95578006",4254.983941928
"95578046",6232.138574972
"95578083",1289.431623203
"95578106",4254.983941928
"95578109",5942.776572476
"95578113",4312.69557553
"95578126",7141.06992625
"95578148",6220.30495102
"95578195",4275.991640136
"95578196",3622.709513559
"95578205",1271.466105691
"95578206",3194.657551287
"95578218",7502.454635668
"95578307",4254.983941928
"95578380",1361.887795987
"95578413",2674.385254657
"95578482",1289.431623203
"95578486",1038.242070921
"95578614",3696.230405428
"95578642",4780.90986381
"95578685",3310.280748508
"95578741",7482.120839767
"95578818",1763.095415573
"95578867",733.006823913
"95578886",889.317073937
"95578894",3357.80062339
"95578911",7948.92037701
"95578939",5914.244275453
"95578948",5477.242384695
"95578995",4813.180053714
"95579175",3077.147183397
"95579178",10620.700249253
"95579232",4336.035310204
"95579234",4201.239163384
"95579237",4707.393571619
"95579246",2340.508186772
"95579263",2489.85728493
"95579266",3314.323902044
"95579269",2486.084351935
"95579271",10620.700249253
"95579276",6909.977318195
"95579290",3289.987977827
"95579291",3096.290531736
"95579292",3956.805280672
"95579293",3085.836433516
"95579332",4201.239163384
"95579374",5960.537994711
"95579379",10620.700249253
"95579936",3058.046531081
"95579937",3454.244897854
"95579941",2630.335417878
"95579943",2404.453528071
"95579944",2341.54217662
"95579947",2341.54217662
"95579957",9799.882643141
"95579960",2993.815277324
"95579962",2300.986255809
"95579963",2833.889413981
"95579966",2300.986255809
"95579978",6774.298422734
"95579982",4049.515664763
"95579986",3977.505915275
"95579989",4483.206926699
"95579990",2747.032226429
"95579994",3956.805280672
"95593009",3485.172893141
"95593101",4292.391139109
"95593202",4292.391139109
"95593302",4292.391139109
"95593907",3485.172893141
"95614178",3683.722225384
"95619065",4689.502943824
"95619165",3967.566938395
"95619167",7509.814446749
"95619465",6352.197099286
"95619962",4674.047022685
"95624976",4959.53087474
"95678077",5456.455535378
"95678275",5314.679461295
"95678870",5077.644469977
"95710081",7450.085153074
"95710117",4068.430975677
"95710158",5081.347224968
"95710236",7180.221042996
"95710254",4470.370119793
"95710285",4780.727932414
"95710489",6607.170702534
"95710552",3197.801148508
"95710589",4499.80399461
"95710936",752.703639886
"95710953",7010.575750214
"95710977",8262.423602431
"95710984",5248.25409405
"95711267",5177.692345652
"95711366",4014.161489581
"95711369",5177.692345652
"95711869",4014.161489581
"95711964",8167.476029576
"95711978",3665.508666493
"95712176",6754.764496653
"95712214",6602.754530529
"95712290",3108.900277446
"95712297",3370.750511323
"95712312",6585.212224997
"95712317",6585.212224997
"95712342",11257.018171744
"95712398",3108.900277446
"95712913",6585.212224997
"95712917",6166.113955699
"95712945",1408.986107559
"95712949",11257.018171744
"95713235",4625.771143369
"95713308",5159.979892502
"95713335",4625.771143369
"95713806",643.210179126
"95714020",6489.593431078
"95714098",1215.067342997
"95714226",6489.593431078
"95714230",3499.049626521
"95714281",6366.110433796
"95714316",23036.768050654
"95714322",5645.220264178
"95714334",2266.050793045
"95714483",7635.779226919
"95714886",6366.110433796
"95714890",4809.823065148
"95714891",8423.793924149
"95714924",6489.593431078
"95715028",5467.012706712
"95715097",3708.093606553
"95715229",4885.737321423
"95715252",3414.709843841
"95715323",7368.032071513
"95715358",2162.754455307
"95715359",3336.630421718
"95715368",4973.960866234
"95715393",5130.763969422
"95715395",5130.763969422
"95715935",7467.155480288
"95715937",7467.155480288
"95715951",3302.475610674
"95715952",4037.237857933
"95715983",2640.291758117
"95715986",2640.291758117
"95715988",2640.291758117
"95716028",2764.035183809
"95716057",4359.594101133
"95716098",4174.698120523
"95716099",4828.344040169
"95716130",5663.756628666
"95716150",3079.235544874
"95716191",2833.672983958
"95716211",5554.230103129
"95716214",6119.990678194
"95716318",4909.430011155
"95716339",5663.756628666
"95716424",2776.86203549
"95716826",3294.017204646
"95716862",3759.088660265
"95716882",7600.073456297
"95716891",888.272265005
"95716901",4300.132566907
"95716903",4379.461039669
"95716904",4379.461039669
"95716906",4116.267081703
"95716916",4909.430011155
"95716932",1364.51365284
"95716953",3360.404670126
"95716970",600.482061025
"95716973",600.482061025
"95716975",619.052459264
"95716976",614.097691692
"95717068",6437.575053449
"95717168",6084.711508925
"95717268",6576.599108894
"95717362",1845.857193794
"95717364",3829.239882678
"95717368",6437.575053449
"95717861",5010.51847017
"95717912",5602.813297695
"95717914",5602.813297695
"95717916",5602.813297695
"95717919",6201.08224005
"95717951",6071.433051818
"95717957",8949.641956901
"95718107",3037.349047383
"95718187",992.010557903
"95718215",2942.796869324
"95718216",2942.796869324
"95718296",3985.427087274
"95718313",1236.287654088
"95718387",992.010557903
"95718482",1089.337292942
"95718486",1089.337292942
"95718684",1003.865815667
"95718821",7745.44741732
"95718886",912.431468882
"95718900",3037.349047383
"95718908",1241.077749125
"95718925",7348.244773392
"95718926",9484.646356014
"95718971",7097.877898061
"95718998",3985.427087274
"95719270",6622.634953524
"95719279",6622.634953524
"95719930",2072.366617087
"95719935",2426.799924755
"95719936",1664.648218014
"95719937",2048.697141257
"95719973",10256.701951449
"95719975",12675.52931184
"95719977",12675.52931184
"96316056",3137.087919171
"96316453",4730.947015563
"96374972",2943.506211089
"96374974",2659.522177407
"96374976",3220.495092144
"96374977",2659.522177407
"96500070",6388.716015291
"96500182",6789.210555973
"96500221",1907.798964179
"96500257",3940.931726033
"96500282",5888.537223658
"96500381",6789.210555973
"96500655",4553.953841041
"96500815",4937.838117418
"96500870",7758.904985794
"96500920",3535.315398754
"96500928",2182.55235519
"96500981",8503.49369254
"96501251",11794.857889001
"96501960",5096.46760295
"96501966",5096.46760295
"96503800",8150.22412326
"96503834",4507.049315899
"96503930",4244.372328859
"96504102",881.762418106
"96504204",475.458623939
"96504341",4430.00420419
"96504509",8094.450719604
"96504821",6250.748331911
"96504949",8207.925136795
"96506057",5273.330310448
"96506097",4838.437833521
"96506122",3762.881502212
"96506158",4357.386215008
"96506274",4865.913605919
"96506282",3582.399650771
"96506342",2964.978512104
"96506354",3305.769201141
"96506359",4429.782913434
"96506449",2136.354549208
"96506692",4838.437833521
"96506722",3337.214640279
"96506790",4389.085841811
"96506929",2549.074951168
"96506942",1987.124977142
"96506962",2983.250314466
"96506967",3961.628466489
"96507057",5337.791015561
"96507982",3854.776760766
"96508135",4411.304763975
"96508285",3636.298175114
"96508532",4976.575082081
"96508834",3541.195782951
"96508876",15969.414161398
"96508947",6232.138574972
"96508974",20223.355681548
"96540219",4366.300311761
"96544206",1218.767913644
"96544208",1420.481037491
"96544308",881.762418106
"96544888",7394.696840222
"96546225",3832.123673918
"96546276",4739.583404631
"96546779",4739.583404631
"96570059",372.720804026
"96570072",4441.786251591
"96570085",6789.210555973
"96570121",2099.0457047
"96570129",2047.402346182
"96570188",1185.374501229
"96570212",4357.562125377
"96570213",6968.263423453
"96570285",10477.024106065
"96570488",5778.319856797
"96570490",4826.4225895
"96570520",2099.0457047
"96570596",4652.646868685
"96570612",6764.405160161
"96570735",6263.074483381
"96570819",4357.562125377
"96570870",7758.904985794
"96570875",5574.972120149
"96570891",4826.4225895
"96570982",1215.919152648
"96571001",2573.135403791
"96571008",1981.041183514
"96571013",3734.070814363
"96571077",6402.839733494
"96571113",5242.200602108
"96571117",2708.659803184
"96571169",5279.652864451
"96571211",3047.810895907
"96571272",6319.02842924
"96571311",3904.232460734
"96571400",2606.280745868
"96571409",1488.063079495
"96571505",2573.135403791
"96571509",2606.280745868
"96571565",4763.393314958
"96571605",2244.102736772
"96571675",5620.543860513
"96571709",2573.135403791
"96571811",2832.75585641
"96571818",3734.070814363
"96571819",3904.232460734
"96571851",11794.857889001
"96571859",11794.857889001
"96571872",1662.090670025
"96571911",3047.810895907
"96571953",11794.857889001
"96572003",4523.685779558
"96572063",4297.402483045
"96572109",4793.271588995
"96572112",4656.461630934
"96572119",6241.611817396
"96572166",4502.992751545
"96572177",4814.520476282
"96572191",2836.117642578
"96572196",1726.581795905
"96572197",1969.469018556
"96572201",8764.044847603
"96572218",4171.389278053
"96572224",1677.524720509
"96572260",5055.715488254
"96572283",1683.419449606
"96572289",1683.419449606
"96572298",1970.498467062
"96572318",6241.611817396
"96572319",4656.461630934
"96572324",1306.028089922
"96572360",4737.670934375
"96572364",4192.364162881
"96572365",5055.715488254
"96572382",1190.905476067
"96572386",1727.049598305
"96572387",822.41889846
"96572388",1135.378314419
"96572443",5212.148166111
"96572463",4688.930165193
"96572472",2898.148207877
"96572477",2905.106293405
"96572560",4673.707195969
"96572565",3769.742972745
"96572648",5212.148166111
"96572664",4192.364162881
"96572870",7327.682736317
"96572874",4814.520476282
"96572906",6119.119572801
"96572909",6119.119572801
"96572912",4171.389278053
"96572915",4801.20426037
"96572916",4926.749903258
"96572923",4735.732031893
"96572926",1350.003585759
"96572963",5055.715488254
"96572976",2898.148207877
"96572982",822.41889846
"96572985",1145.205476373
"96572995",3275.397523006
"96573011",4022.828894407
"96573014",3850.820386516
"96573099",5423.665029037
"96573108",2766.18279629
"96573219",2449.833051034
"96573250",3192.93241449
"96573253",4616.630979415
"96573257",3192.93241449
"96573291",4424.778622402
"96573297",5423.665029037
"96573315",3850.820386516
"96573416",2248.107155173
"96573436",4244.372328859
"96573617",3564.588069724
"96573699",8853.835180774
"96573807",3864.420067321
"96573838",4707.364341942
"96573891",4552.845784883
"96573932",3906.236444293
"96573941",2872.879164435
"96573944",3327.065121548
"96573946",2872.496272719
"96573947",2557.115388798
"96573948",3357.611936196
"96573949",2872.879164435
"96573950",3475.006355653
"96573952",3474.680484778
"96573954",3139.744171313
"96573955",3082.740191979
"96573957",4010.956023518
"96573995",4197.135572586
"96573998",2910.41255757
"96573999",5249.366862958
"96574010",5113.059832594
"96574113",7218.015921494
"96574115",8131.496611726
"96574198",6967.82627482
"96574237",4645.897688934
"96574316",1223.50429265
"96574390",6382.755632031
"96574395",5890.06796298
"96574411",3437.72222727
"96574419",4205.104157456
"96574438",5395.718055907
"96574589",8222.85604852
"96574590",6967.82627482
"96574615",1190.564808089
"96574616",4607.343819989
"96574632",5353.293404143
"96574791",5595.021180114
"96574803",708.535707978
"96574805",699.503388894
"96574924",6306.576412215
"96575017",5146.448282806
"96575056",3367.336697916
"96575057",3367.336697916
"96575058",5277.724570086
"96575061",4644.376827411
"96575067",4784.343989592
"96575073",4174.594837053
"96575074",2320.650279134
"96575131",3773.114765636
"96575155",5277.724570086
"96575156",4240.211521239
"96575157",2710.959192573
"96575159",2710.959192573
"96575187",6069.251293899
"96575213",3173.268091322
"96575242",1389.261831663
"96575247",1314.848462402
"96575249",1391.022346157
"96575261",4931.96716428
"96575280",3780.8644559
"96575286",4054.583153527
"96575289",6069.251293899
"96575295",3167.668541111
"96575296",3167.668541111
"96575298",3859.803105916
"96575306",3072.764353528
"96575327",2028.777069616
"96575355",3367.336697916
"96575371",2320.650279134
"96575384",4093.676948627
"96575388",3868.067314376
"96575391",2661.999321741
"96575407",2319.921135939
"96575428",1358.46555532
"96575435",4095.963469221
"96575578",4174.594837053
"96575723",2985.590005419
"96575806",3825.983571865
"96575862",5560.111587548
"96575872",4174.594837053
"96575877",2680.381753954
"96575918",5213.468305932
"96575940",1793.102398748
"96575942",827.462430145
"96575944",900.770280267
"96575947",1337.122404463
"96575948",1389.261831663
"96575949",816.756111203
"96575950",3587.014043281
"96575990",4005.016666004
"96575995",3167.668541111
"96575996",3922.805426346
"96576144",1987.124977142
"96576167",590.630515303
"96576200",3103.337827756
"96576203",3103.337827756
"96576212",3415.32498145
"96576215",4598.466807635
"96576256",4357.386215008
"96576261",3423.944886611
"96576287",4883.191025114
"96576338",3840.636472187
"96576430",3840.636472187
"96576456",5377.520913143
"96576497",4491.084291222
"96576501",3329.775553215
"96576531",4368.392975877
"96576632",3840.636472187
"96576639",2266.196726231
"96576667",3213.989643489
"96576720",2726.123244769
"96576723",3437.787974474
"96576750",3940.12931518
"96576818",4250.04940432
"96576844",1752.16838065
"96576865",4447.190840936
"96576905",3103.337827756
"96576922",3619.494540592
"96577089",4379.918058903
"96577123",1781.221262802
"96577156",4716.364752722
"96577263",6625.699208226
"96577280",3800.459943108
"96577284",4448.12647541
"96577322",1130.720934382
"96577323",2219.02152469
"96577354",5337.791015561
"96577585",5463.467451184
"96577615",5044.402530207
"96577687",4749.596795097
"96577860",4979.960948419
"96577862",4851.568052113
"96577922",2833.325160696
"96577924",3837.002631627
"96577928",2219.02152469
"96577929",926.676754943
"96577964",5207.063626427
"96577988",4379.918058903
"96578080",3661.622694219
"96578081",3310.280748508
"96578138",4399.279024208
"96578210",6451.60244017
"96578239",4295.19063958
"96578266",3550.79595309
"96578283",889.317073937
"96578284",1296.934753223
"96578293",4037.148535613
"96578347",5477.242384695
"96578399",4275.991640136
"96578410",3949.416295731
"96578431",3030.229376289
"96578484",3310.280748508
"96578569",4179.093451127
"96578582",1026.165643233
"96578598",4813.180053714
"96578602",3214.27868692
"96578615",4018.953625263
"96578810",6178.190541407
"96578839",4740.278833385
"96578896",4813.180053714
"96578900",3214.27868692
"96578942",6220.30495102
"96578997",4629.400942473
"96579170",8111.146142104
"96579175",3077.147183397
"96579178",6774.298422734
"96579230",3454.244897854
"96579233",3454.244897854
"96579236",4329.265152743
"96579238",2858.265094842
"96579244",2404.453528071
"96579261",2783.854643293
"96579262",2993.815277324
"96579265",3253.566559523
"96579267",2192.524080193
"96579268",2783.854643293
"96579270",8965.219000052
"96579271",10620.700249253
"96579296",3096.290531736
"96579298",3641.383313846
"96579330",4201.239163384
"96579370",6774.298422734
"96579932",4707.393571619
"96579935",4707.393571619
"96579936",4722.475647774
"96579941",2404.453528071
"96579943",2639.24638429
"96579944",3046.582622198
"96579958",8585.293826588
"96579962",2557.883013176
"96579966",3253.566559523
"96579967",3127.543067006
"96579968",3127.543067006
"96579970",8702.939309357
"96579980",4483.206926699
"96579981",4609.051146659
"96579983",4609.051146659
"96579986",5729.170651167
"96579996",4710.216599527
"96608374",6272.064858753
"96619061",3967.566938395
"96619062",3967.566938395
"96619067",7051.624912266
"96619269",6030.626264028
"96619364",7671.603096066
"96619369",6281.578952837
"96619661",8409.369613411
"96619960",7783.433943474
"96624277",752.085591112
"96624973",4959.53087474
"96646027",610.22315865
"96676122",487.684223059
"96676258",4020.085850735
"96676455",3136.465684434
"96676651",4218.18042646
"96676724",518.069994996
"96676757",3162.962636757
"96676958",4129.498831183
"96678070",5314.679461295
"96678278",6272.064858753
"96678376",4172.735059845
"96678377",5830.824880745
"96678471",895.875723647
"96678575",5456.455535378
"96710053",5743.585885212
"96710082",4499.80399461
"96710094",5176.518155261
"96710137",5470.284059612
"96710152",7010.575750214
"96710187",4780.727932414
"96710196",5176.518155261
