"ResidentMotherPresence","ResidentFatherPresence","ResidentBiologicalParents","ParentMarried","ParentPartnered","HouseholdSize","NumberSiblings","BirthOrder","ParentAge","MotherEducation","FatherEducation","MotherOccupationPrestige","FatherOccupationPrestige","MotherWorkForPay","FatherWorkForPay","FamilyIncome","PublicAssistance","Welfare","EconomicHardship","FamilySocialSupport","SharedDinner","IntergenerationalClosure","ParentConnectionFriends","MotherRelationshipQuality","FatherRelationshipQuality","MotherSharedActivity","FatherSharedActivity","ParentPartnerRelationship","ParentControl","MotherSupervision","FatherSupervision","MotherInvolveSchool","FatherInvolveSchool","ParentPTA","MotherEducationExpectation","FatherEducationExpectation","MotherNativity","FatherNativity","ParentYearsInUS","ParentReligiosity","EnglishHome","ParentHealth","ParentSmoke","MotherAlcoholic","FatherAlcoholic","MotherObese","FatherObese","MotherDisable","FatherDisable","SmokerHousehold","DrugHousehold","FamilyAccessMedicalCare","ParentPreviousRelationship","NonresidentBioFatherDeceased","YearsLiveStepfather","BornToAdolescentParent","Sex","Age","Latinx","Black","NativeAmerican","AAPI","OtherRace","EmotionalAbuse","PhysicalAbuse","BioMotherIncarceration","BioFatherIncarceration","EducationAttainment"
"1","1","1","1","1",2,0,"1",40,12,16,3,3,"1","1",3.71357206670431,"0","0","0",4.5,7,3,6,5,4.4,9,9,0.332182234756965,3,2,1,3,3,"0",3.5,4,"1","1",40,4,"1",3,"1","0","0","0","0","0","0","1","0",4,1,"0.7259314",7.569198,"0","1",13.5,"0","0","0","0","0",0,0,0,0,13
"1","1","1","1","0",4,2,"1",38,12.0245116,12,3,2,"1","1",3.61857811554389,"0","0","0",4,0,2,3,4.6,4.2,3,2,-0.0005413742,1,1,1,1,0,"0",4,4,"1","1",38,3.5,"1",3,"0","0","0","0","0","0","0","0","0",3,0,"0.7259314",7.569198,"0","1",17.9166666666667,"0","1","0","0","0",5,0,0,1,13
"1","1","1","1","1",6,3,"1",38,17,14,2,2,"0","1",3.8286413964891,"0","0","0",5,7,6,3,5,5,5,3,-0.329350225757261,1,3,1,2,2,"1",5,5,"1","1",38,2.5,"1",4,"0","0","0","1","1","0","0","0","0",4,1,"0.7259314",7.569198,"0","1",18.4166666666667,"0","0","0","0","0",0,0,0,0,16
"1","1","1","1","1",6,3,"2",38,17,14,2,2,"0","1",3.8286413964891,"0","0","0",4,6,6,3,4.6,4.4,5,2,-0.329350225757261,1,3,2,2,2,"1",5,5,"1","1",38.6541666666667,2.5,"1",4,"0","0","0","0","0","0","0","0","0",4,1,"0.7259314",7.569198,"0","1",17.25,"0","0","0","0","0",0,0,0,0,17
"1","1","1","1","1",6,3,"3",38,17,14,2,2,"0","1",3.8286413964891,"0","0","0",4.25,7,4,3,5,5,4,4,-0.329350225757261,2,3,2,2,2,"1",5,5,"1","1",38,2.5,"1",4,"0","0","0","0","0","0","0","0","0",4,1,"0.7259314",7.569198,"0","0",12.9166666666667,"0","0","0","0","0",3,0,0,0,14
"1","0","0","0","0",1,0,"4",53,14,13.36908,2,3.347201,"0","0.929593",5.30330490805908,"0","0","0",4,5,1,6,4.4,4.243704,5,2.910392,-0.0005413742,0,3,1.100092,1,1.068472,"0",4.5,4.363035,"1","0.8700154",53,2.5,"1",3,"0","0","0.06048632","1","0.1127865","0","0.05724351","0","0",4,1,"0",7.569198,"0","0",18.3333333333333,"0","0","1","0","0",2,0,0,0,14
"1","1","1","1","1",4,2,"1",39.14,8,10,1,3,"0","1",3.09647873031407,"0","0","0",4.5,7,1.41083333333333,3.23,4.8,4.4,4,4,0.243521278180117,3,3,0,0,0,"0",3,5,"0","0",31.85375,3.315,"0",3.49,"0","0","0","0","0","0","0","0","0",2.72,1.04,"0.7259314",7.569198,"0","0",16.0833333333333,"1","0","0","0","0",0,0,0,0,10
"1","1","0","1","1",6,3,"4",38.63,13,13,4,2,"1","0",3.48114221498186,"0","0","0",4.25,7,1.68,3.61,5,3.2,3,1,-0.143814017985907,0,0,3,0,0,"0",4,4,"1","1",38.77,2.56666666666667,"1",3.48,"1","0","0","0","0","0","1","1","0",3.18,2.32,"1",3,"0","0",19.25,"0","0","0","0","0",2,5,0,0,10
"1","1","0","1","1",6,4,"4",44.455,13,14,4,2,"1","0",3.83812875892749,"0","0","0",3.5,7,2.464,3.58,5,3,5,2,-0.0975201144860705,0,2,3,2,1,"1",5,5,"1","1",43.65,3.395,"1",3.96,"0","0","0","0","0","0","1","0","0",3.68,1.95,"1",4,"0","0",18.25,"0","0","0","0","0",0,0,0,0,16
"1","1","1","1","1",5,2,"4",47,10,12,2,2,"1","1",4.20469261939097,"0","0","0",3.5,7,0,3,4.4,2.4,2,0,0.993714695271192,1,1,1,0,0,"0",3,3,"1","1",47,2.5,"1",3,"1","0","0","0","0","0","0","1","0",4,1,"0.7259314",7.569198,"0","1",15.6666666666667,"0","0","0","0","0",4,0,0,0,12
"1","1","0","1","1",2,0,"1",72,16,10,2,2,"0","1",3.46893271886552,"0","0","0",2.75,1,0,3,3.8,4.2,0,1,0.993714695271192,1,3,3,0,0,"0",5,5,"1","1",72,4,"1",4,"0","0","0","0","0","0","0","0","1",4,1,"1",7.569198,"0","0",16.5833333333333,"0","0","0","0","0",0,0,2,0,13
"1","1","1","1","1",3,1,"1",46,16,12,5,2,"1","1",4.39444915467244,"0","0","0",4.5,7,6,6,4.6,5,4,3,-1.76647505490934,4,1,2,2,1,"0",5,5,"1","1",46,4,"1",3,"0","0","1","1","1","0","0","0","0",4,1,"0.7259314",7.569198,"0","0",13,"0","0","0","0","0",0,0,0,0,14
"1","1","1","1","1",3,1,"1",32,16,12,1,2,"0","1",3.43398720448515,"0","0","0",3.5,4,3,6,4.2,3.6,5,3,-1.6459655409793,0,3,1,3,2,"0",4.5,4,"1","1",32,3,"1",4,"0","0","0","0","0","0","0","1","0",4,1,"0.7259314",7.569198,"1","1",14.3333333333333,"0","0","0","0","0",2,0,0,0,16
"1","1","0","1","1",5,3,"2",31,10,12,4,3,"1","1",3.93182563272433,"0","0","0",4.25,7,6,3,4.6,4.2,5,3,0.131756333573896,2,3,0,2,2,"0",4.5,5,"1","1",31,2.5,"1",3,"1","0","0","0","0","0","0","1","1",4,2,"1",8,"0","1",12.9166666666667,"0","1","1","0","0",2,0,0,0,12
"1","1","1","1","1",7,5,"2",38,13,14,5,4,"1","1",3.80666248977032,"0","0","0",4,6,3,3,3.8,5,6,8,-1.76647505490934,5,2,1,2,2,"1",4.5,5,"1","1",38,3.5,"1",4,"0","0","0","0","0","0","0","0","0",4,1,"0.7259314",7.569198,"0","1",16.75,"0","0","0","0","0",1,0,0,0,16
"1","1","1","1","1",3,1,"1",43,10,12,2,3,"1","1",3.58351893845611,"0","0","0",4.5,7,2,3,5,5,4,4,0.131756333573896,2,3,2,2,2,"1",5,5,"1","1",43,2,"1",4,"0","0","1","1","0","0","0","0","0",4,1,"0.7259314",7.569198,"0","0",14.8333333333333,"0","0","0","0","0",0,0,0,0,14
"1","0","0","0","0",2,1,"1",44,17,13.36908,5,3.347201,"1","0.929593",3.66356164612965,"0","0","1",3.5,3,3,6,5,4.243704,6,2.910392,-0.0005413742,3,1,1.100092,2,1.068472,"1",4.5,4.363035,"1","0.8700154",44,4,"1",4,"0","0","0.06048632","0","0.1127865","0","0.05724351","0","0",4,2,"1",7.569198,"0","0",15.6666666666667,"0","0","0","0","0",0,0,0,0,14
"1","1","0","1","1",4,1,"1",34,12,12,2,2,"1","1",3.36729582998647,"0","0","0",4.5,7,0,3,4.4,4,3,1,-1.04468783743009,0,3,2,0,0,"0",5,5,"1","1",34,2.5,"1",3,"1","0","0","0","0","0","0","1","0",3,2,"0",18.5,"1","0",18.5,"0","0","0","0","0",0,0,0,0,12
"1","1","1","1","1",2,0,"2",36,12,12,4,3,"1","1",3.91202300542815,"0","0","0",3.5,4,2,3,4,4.4,1,1,0.993714695271192,1,2,1,1,1,"0",4.5,4.5,"1","1",36,4,"1",4,"0","0","0","0","0","0","0","0","0",4,1,"0.7259314",7.569198,"0","0",17,"0","0","0","0","0",0,0,0,0,18
"1","0","0","0","1",3,1,"2",38,12,13.36908,4,3.347201,"1","0.929593",1.94591014905531,"1","1","1",3.25,1,0,2,2.4,4.243704,1,2.910392,-2.70834980385967,0,1,1.100092,0,1.068472,"0",3,4.363035,"1","0.8700154",38,2.5,"1",3,"1","0","0.06048632","0","0.1127865","0","0.05724351","1","1",3,2,"1",7.569198,"0","1",15.1666666666667,"0","0","0","0","0",3,0,1,1,13
"1","1","1","1","1",3,1,"2",39.805,12,12,3,3,"1","1",3.724005856737,"0","0","0",3.75,4,2.32,4.47,4.8,2.8,6,0,-0.276391237471213,0,3,0,3,0,"0",4,3.5,"1","1",39.6908333333333,2.98125,"1",3.74,"0","0","0","0","0","0","0","0","0",3.66,1.04,"0.7259314",7.569198,"0","1",16,"0","0","0","0","0",0,0,0,0,16
"1","0","0","0","0",3,2,"2",39,17,13.36908,5,3.347201,"0","0.929593",2.94443897916644,"0","1","1",3,0,0,3,4,4.243704,3,2.910392,-0.0005413742,0,3,1.100092,1,1.068472,"0",5,4.363035,"1","0.8700154",39,2.5,"1",4,"0","0","0.06048632","1","0.1127865","1","0.05724351","0","0",4,1,"1",7.569198,"0","0",17.4166666666667,"0","0","0","0","0",3,0,0,0,17
"1","0","0","0","0",3,2,"3",39,17,13.36908,5,3.347201,"0","0.929593",2.94443897916644,"0","1","1",2.25,0,2,2,4.2,4.243704,2,2.910392,-0.0005413742,3,2,1.100092,1,1.068472,"0",4,4.363035,"1","0.8700154",39,2.5,"1",4,"0","0","0.06048632","1","0.1127865","1","0.05724351","0","0",4,1,"1",7.569198,"0","0",14.5833333333333,"0","0","0","0","0",1,3,0,1,12
"1","1","1","1","1",2,0,"4",52,12,16,2,2,"1","0",2.484906649788,"0","0","1",3.25,6,0,3,2.8,3.2,5,2,0.532608135940035,1,3,3,2,2,"0",3.5,4,"1","1",52,4,"1",4,"0","0","0","0","1","0","1","0","0",2,1,"0.7259314",7.569198,"0","1",17.3333333333333,"0","0","0","0","0",5,5,0,0,14
"1","1","1","1","1",3,1,"3",60,16,10,5,2,"1","1",3.58351893845611,"0","0","0",4.25,4,0,3,5,4.2,7,4,0.532608135940035,1,3,3,2,2,"1",5,5,"1","1",60,4,"1",3,"0","0","0","0","0","0","0","0","0",4,1,"0.7259314",7.569198,"0","0",16.5833333333333,"0","1","0","0","0",1,0,0,0,16
"1","0","0","0","0",2,0,"1",36,16,13.36908,2,3.347201,"0","0.929593",3.25809653802148,"0","0","1",4.25,3,3,6,5,4.243704,4,2.910392,0.0138518772264779,4,3,1.100092,0,1.068472,"1",5,4.363035,"1","0.8700154",36,3.5,"1",2,"1","0","0.06048632","0","0.1127865","1","0.05724351","1","0",3,2,"0",7.569198,"1","1",18.5833333333333,"0","1","0","0","0",1,1,0,0.81,14
"1","1","0","0","1",5,2,"1",40,14,14,5,2,"1","1",3.71357206670431,"0","0","0",4.25,6,2,3,5,4.6,4,4,0.793288794088122,3,2,3,2,2,"1",5,5,"1","0",14.75,3.5,"1",5,"0","0","0","0","0","0","0","0","0",4,2,"1",4,"0","0",15.4166666666667,"1","0","0","0","0",0,0,0,1,18
"1","1","0","1","1",4,2,"1",36,12,10,2,2,"1","1",3.04452243772342,"0","0","1",4,5,2,3,4.2,4.2,4,4,0.131756333573896,1,1,1,0,0,"1",4,4,"1","1",36,3.5,"1",2,"1","0","0","0","0","0","0","1","0",3,3,"1",2,"0","1",16.5833333333333,"0","0","0","0","0",4,1,0,0,14
"1","1","0","1","1",4,1,"3",33,16,16,3,3,"1","1",3.71357206670431,"0","0","0",3.66666666666667,5,0,5,4,4,4,5,0.0715015766088781,2,2,1,0,1,"0",5,5,"1","1",33,3,"1",5,"0","0","0","0","0","0","0","0","0",4,1,"0",7.569198,"0","0",14.9166666666667,"0","1","0","0","0",3,3,0,0,16
"1","0","0","0","0",2,1,"1",39,10,13.36908,3,3.347201,"1","0.929593",1.6094379124341,"1","1","0",3,2,0,2,4.2,4.243704,1,2.910392,-0.0005413742,0,3,1.100092,0,1.068472,"0",3.5,4.363035,"1","0.8700154",39,2.5,"1",4,"1","0","0.06048632","0","0.1127865","0","0.05724351","1","0",4,2,"1",7.569198,"0","1",17,"0","0","0","0","0",0,0,0,0,10
"1","1","0","1","1",3,1,"1",36,14,12,4,3,"1","1",3.25809653802148,"0","0","1",4.25,2,2,2,4.6,2.8,6,2,-2.16732685727548,0,3,1,2,1,"0",4,3.5,"1","1",36,4,"1",3,"0","0","0","0","0","0","0","1","0",1,3,"1",10,"0","0",17.9166666666667,"0","1","0","0","0",5,5,0,0,12
"1","1","1","1","1",4,2,"4",46,12,10,1,1,"0","0",3.04452243772342,"0","0","0",3,7,1,2,4,2.8,4,3,-0.146589181993466,3,3,3,2,2,"1",5,5,"1","1",46,4,"1",4,"0","0","0","1","0","0","1","0","0",2,1,"0.7259314",7.569198,"0","1",16.5833333333333,"0","1","0","0","0",4,0,0,0,16
"1","0","0","0","0",3,2,"1",35,10,13.36908,3,3.347201,"1","0.929593",2.89037175789616,"0","1","0",4,7,1,1,5,4.243704,3,2.910392,-0.0005413742,3,2,1.100092,2,1.068472,"1",5,4.363035,"1","0.8700154",35,4,"1",4,"1","0","0.06048632","0","0.1127865","0","0.05724351","1","0",4,1,"1",7.569198,"1","1",19,"0","1","0","0","0",2,0,0,0,10
"1","1","0","1","1",2,0,"2",37,12,12,2,3,"1","1",3.13549421592915,"0","0","0",4.25,0,1,6,5,5,3,3,0.532608135940035,1,1,2,2,2,"0",5,5,"1","1",37,3.5,"1",2,"0","0","0","0","0","0","0","1","0",4,1,"0",7.569198,"0","0",16.1666666666667,"0","1","1","0","0",0,0,0,0.53,10
"1","0","0","1","1",4,2,"3",38,10,13.36908,4,3.347201,"1","0.929593",3.71357206670431,"0","0","0",5,5,0,6,4.4,4.243704,4,2.910392,-0.52977612694033,1,1,1.100092,2,1.068472,"0",4.183663,4.363035,"1","0.8700154",38,3,"0",4,"0","0","0.06048632","0","0.1127865","0","0.05724351","1","0",2,2,"1",7.569198,"0","1",15.8333333333333,"1","0","0","0","0",0,0,0,0,12
"1","1","1","1","1",3,1,"1",39,12,16,1,3,"0","1",3.78418963391826,"0","0","0",3.75,7,3,6,4.4,3,5,3,0.332182234756965,0,3,1,2,2,"0",3,3.5,"1","1",39,2,"1",4,"0","0","1","1","0","0","0","0","0",4,1,"0.7259314",7.569198,"0","1",14.6666666666667,"0","0","0","0","0",0,0,0,0,12
"1","1","1","1","1",4,2,"2",35,10,10,4,3,"1","1",3.58351893845611,"0","0","0",4,0,1,5,5,4.6,6,2,-0.128924324574191,0,2,2,2,1,"0",4,4.5,"1","1",35,3,"1",3,"1","0","1","0","0","0","0","1","0",4,1,"0.7259314",7.569198,"1","1",18.5,"0","1","0","0","0",0,0,0,0,14
"1","1","1","1","1",2,0,"3",51,16,16,5,5,"1","1",4.61512051684126,"0","0","0",4.25,7,4,3,4,4,5,3,0.0715015766088781,2,3,2,3,2,"1",4,5,"1","1",51,4,"1",4,"0","0","0","0","0","0","0","0","0",4,1,"0.7259314",7.569198,"0","1",16.3333333333333,"0","0","0","0","0",4,0,0,0,17
"1","0","0","1","1",2,0,"1",36,16,13.36908,2,3.347201,"1","0.929593",3.36729582998647,"0","0","0",3.25,0,2,2,3.6,4.243704,3,2.910392,-1.30536849557818,2,2,1.100092,0,1.068472,"0",5,4.363035,"1","0.8700154",36,1,"1",4,"1","0","0.06048632","0","0.1127865","0","0.05724351","1","0",4,2,"1",7.569198,"0","1",16.9166666666667,"0","0","0","0","0",3,0,0,0,12
"1","0","0","0","0",2,1,"2",37,12,13.36908,4,3.347201,"1","0.929593",2.98772725052662,"0","0","0",3.25,0,0,3,4,4.243704,2,2.910392,-0.0005413742,1,1,1.100092,0,1.068472,"0",4.5,4.363035,"1","0.8700154",37,3,"1",3,"0","0","0.06048632","0","0.1127865","0","0.05724351","0","0",2,1,"1",7.569198,"0","0",15.5,"0","1","0","0","0",0,0,0,0,14
"1","1","1","1","1",3,1,"1",38,14,12,5,2,"1","1",4.11087386417331,"0","0","0",3,0,1,3,3.8,3.6,3,2,-0.52977612694033,0,0,2,0,1,"0",4.5,4,"1","1",38,4,"1",4,"0","0","0","0","0","0","0","0","0",4,1,"0.7259314",7.569198,"0","0",16.75,"0","1","0","0","0",0,0,0,0,13
"1","1","1","1","1",3,1,"2",42,12,12,4,5,"1","1",3.71357206670431,"0","0","0",3.25,2,1,6,2.4,3.8,1,0,-0.930627929306469,1,1,1,0,0,"0",4.5,5,"1","1",42,2,"1",4,"0","0","0","0","0","0","0","1","0",4,1,"0.7259314",7.569198,"0","0",15.5,"0","0","0","0","0",3,0,0,0,13
"1","0","0","0","0",2,0,"1",35,12,13.36908,2,3.347201,"1","0.929593",3.3322045101752,"0","1","0",4.5,7,0,2,4.4,4.243704,5,2.910392,-0.0005413742,5,1,1.100092,1,1.068472,"0",4.5,4.363035,"1","0.8700154",35,2,"1",3,"1","0","0.06048632","1","0.1127865","0","0.05724351","1","0",4,0,"1",7.569198,"0","0",16.5,"0","1","0","0","0",2,2,0,2.4,10
"1","0","0","0","0",4,2,"2",39,8,13.36908,1,3.347201,"0","0.929593",6.39859493453521,"1","1","0",4,7,1.58,3.43,4.4,4.243704,2,2.910392,-0.0005413742,1,3,1.100092,0,1.068472,"0",4,4.363035,"0","0.8700154",37.7675,2.5,"1",2,"1","0","0.06048632","0","0.1127865","0","0.05724351","1","0",3,3,"1",7.569198,"0","1",18,"1","1","0","0","0",0,0,0,0,12
"1","1","1","1","1",3,1,"2",51,15.97,16,5,3,"1","1",4.22183719746655,"0","0","0",4.25,7,4,3,4.4,4,5,3,-0.0686695676091736,5,3,2,1,2,"1",5,5,"1","1",51,3,"1",5,"0","0","0","0","0","0","0","0","0",4,1,"0.7259314",7.569198,"0","0",15.6666666666667,"0","0","0","0","0",0,0,0,0,17
"1","1","1","1","1",5,2,"1",38,8,12,1,3,"0","1",2.77258872223978,"0","0","0",3.75,2,2,3,4.2,3,5,4,-0.52977612694033,2,3,2,2,2,"1",4.5,4.5,"0","0",38,4,"1",4,"0","0","0","1","0","0","0","0","0",1,1,"0.7259314",7.569198,"0","1",18.5,"1","0","0","0","1",0,0,0,0,14
"1","0","0","0","0",4,2,"2",38,16,13.36908,5,3.347201,"1","0.929593",3.93182563272433,"0","0","1",4,5,2,6,4.8,4.243704,6,2.910392,-0.0005413742,0,2,1.100092,2,1.068472,"0",5,4.363035,"1","0.8700154",38,4,"1",5,"1","0","0.06048632","0","0.1127865","0","0.05724351","1","0",4,2,"1",7.569198,"0","1",17.8333333333333,"0","1","0","0","0",2,2,0,0,14
"1","1","1","1","1",4,2,"3",50,17,14,5,5,"1","1",3.71357206670431,"0","0","1",3,2,4,6,2.8,2,2,1,-2.10707210031046,3,2,0,1,0,"1",5,3.5,"1","1",50,4,"1",4,"1","0","1","1","0","0","0","1","0",3,1,"0.7259314",7.569198,"0","1",14.5833333333333,"0","1","0","0","0",5,0,0,0,16
"1","1","0","0","1",2,0,"1",42,16,16,2,4,"1","1",3.93182563272433,"0","0","1",3.5,6,2,2,4.4,2.4,3,0,-2.16732685727548,3,3,2,1,0,"0",5,3,"1","1",42,2,"1",5,"0","0","0","0","0","0","0","1","0",2,2,"1",7,"0","1",15.75,"0","0","0","0","0",2,1,0,0,16
"1","1","1","1","1",2,0,"1",41,13,16,4,5,"1","1",3.71357206670431,"0","0","0",4.25,5,2,3,4.8,4.2,2,2,0.0715015766088781,2,2,1,1,1,"0",4.5,5,"1","1",41,4,"1",5,"0","0","0","0","0","0","0","0","0",4,1,"0.7259314",7.569198,"0","0",17.3333333333333,"0","1","0","0","0",4,0,0,0,13
"1","0","0","0","0",3,1,"2",39,13.3501007333333,13.36908,4,3.347201,"1","0.929593",3.17805383034795,"0","1","0",4.5,7,6,6,5,4.243704,8,2.910392,-0.0005413742,4,3,1.100092,3,1.068472,"1",5,4.363035,"1","0.8700154",39,2.5,"1",4,"1","0","0.06048632","0","0.1127865","0","0.05724351","1","0",4,0,"0",7.569198,"0","0",13.5833333333333,"0","0","0","0","0",0,0,0,0,14
"1","0","0","0","0",3,2,"1",39,16,13.36908,5,3.347201,"1","0.929593",2.83321334405622,"0","0","1",2.5,2,1,3,2.4,4.243704,3,2.910392,-0.0005413742,1,2,1.100092,1,1.068472,"0",4.5,4.363035,"1","0.8700154",39,2,"1",4,"1","1","0.06048632","0","0.1127865","0","0.05724351","1","0",3,1,"1",7.569198,"0","1",16.5,"0","0","0","0","0",5,0,0,0,14
"0","0","0","0","0",1,0,"1",35,13.22558,13.36908,3.350598,3.347201,"0.7734247","0.929593",2.30258509299405,"1","1","0",4.1085,4.608819,0,0,4.430109,4.243704,3.951984,2.910392,-0.0005413742,1.807349,2.090406,1.100092,1.280745,1.068472,"0",4.341575,4.363035,"0.8798627","0.8700154",35,3.5,"1",3,"0","0.0141125","0.06048632","0.1901437","0.1127865","0.04313021","0.05724351","1","0",1,1,"1",7.569198,"1","0",17.6666666666667,"0","1","0","0","0",0,0,0,1.12,10
"1","1","1","1","1",3,1,"2",43.48,12,12,3,2,"1","1",3.87841004567384,"0","0","0",3,1,4,3,3.4,4,6,7,-0.116342578521718,0,2,0,2,2,"0",4,5,"1","1",43.2208333333333,3.19,"1",3.4,"0","0","0","1","1","0","0","0","0",3.65,0.99,"0.7259314",7.569198,"0","0",18.25,"0","0","0","0","0",3,0,0,0,14
"1","1","1","1","1",3,1,"3",40,12,12,3,2,"1","1",3.61091791264422,"0","0","1",3.75,7,2,3,4.8,4.6,7,3,-0.443410133880885,3,2,0,2,2,"0",5,5,"1","1",40,2.5,"1",3,"0","0","0","1","1","0","0","1","0",4,1,"0.7259314",7.569198,"0","1",15.5,"0","0","0","0","0",0,0,0,0,12
"1","0","0","0","0",1,0,"2",52,12,13.36908,3,3.347201,"1","0.929593",2.94443897916644,"0","0","0",3,1,2,6,2.8,4.243704,3,2.910392,-0.0005413742,2,2,1.100092,0,1.068472,"0",3.5,4.363035,"1","0.8700154",52,3,"1",4,"1","0","0.06048632","0","0.1127865","0","0.05724351","1","0",3,1,"1",7.569198,"0","1",15.25,"0","0","0","0","0",5,2,0,0,14
"1","1","1","1","1",4,2,"2",46,10,16,4,5,"1","1",3.99580814231009,"0","0","1",3.75,0,2,3,3.4,3.6,4,2,-1.90664619912739,0,3,2,2,2,"1",4,4,"1","1",46,1,"1",3,"0","0","1","0","0","0","0","0","0",3,1,"0.7259314",7.569198,"0","1",17.3333333333333,"1","0","0","0","1",0,0,0,0,17
"1","0","0","0","0",1,0,"1",45,17,13.36908,2,3.347201,"1","0.929593",3.89182029811063,"0","0","0",4,3,3,3,2.4,4.243704,1,2.910392,-0.0005413742,2,2,1.100092,0,1.068472,"0",3,4.363035,"1","0.8700154",45,2.5,"1",4,"1","0","0.06048632","0","0.1127865","0","0.05724351","1","0",4,1,"1",7.569198,"0","1",15.8333333333333,"0","1","0","0","0",5,0,0,0,16
"1","0","0","0","0",4,3,"1",38,16,13.36908,4,3.347201,"1","0.929593",3.43398720448515,"0","0","1",3.5,7,4,3,4.2,4.243704,4,2.910392,-0.0005413742,3,2,1.100092,2,1.068472,"1",4.5,4.363035,"1","0.8700154",38,4,"1",4,"0","0","0.06048632","0","0.1127865","0","0.05724351","0","0",4,2,"1",7.569198,"0","0",14.9166666666667,"0","0","0","0","0",0,0,0,1,16
"1","0","0","0","0",2,1,"1",36,11,13.36908,4,3.347201,"1","0.929593",2.88098506837597,"0","0","1",3.25,4,2,3,3,4.243704,5,2.910392,-0.0005413742,2,1,1.100092,2,1.068472,"0",4,4.363035,"0","0.8700154",36,3.5,"1",3,"1","0","0.06048632","0","0.1127865","0","0.05724351","1","0",2,1,"1",7.569198,"0","0",15.5,"0","0","0","0","0",4,5,0,0,14
"1","1","1","1","1",3,1,"3",41,14,14,2,3,"1","1",3.36729582998647,"0","0","0",3.75,7,2,3,4.4,4.4,2,1,0.131756333573896,2,1,2,1,1,"1",4,4,"1","1",41,4,"1",3,"0","0","1","0","0","0","0","0","0",4,1,"0.7259314",7.569198,"0","0",17,"0","1","0","0","0",1,0,0,0,14
"1","0","0","0","0",2,1,"1",46,16,13.36908,5,3.347201,"1","0.929593",3.89182029811063,"0","0","0",4.25,5,3,3,5,4.243704,3,2.910392,-0.0005413742,0,2,1.100092,2,1.068472,"1",5,4.363035,"1","0.8700154",46,4,"1",3,"1","0","0.06048632","0","0.1127865","0","0.05724351","1","0",4,1,"0",7.569198,"0","0",13.3333333333333,"0","1","0","0","0",0,0,0,0,14
"1","0","0","0","0",1,0,"3",47,10,13.36908,1,3.347201,"0","0.929593",2.23933241302571,"0","1","1",4.5,7,0,3,4,4.243704,3,2.910392,-0.0005413742,0,3,1.100092,0,1.068472,"0",4.5,4.363035,"1","0.8700154",48.87,1,"1",1,"1","0","0.06048632","0","0.1127865","1","0.05724351","1","0",2,1,"0",7.569198,"0","0",19.75,"0","0","0","0","0",2,0,0,0,10
"1","1","0","1","1",4,1,"4",45.5933333333333,17,16,5,5,"1","0",4.26267987704132,"0","1","0",4.25,5,6,3,5,3.6,6,2,-0.844261936247024,2,2,3,2,2,"1",5,5,"1","1",45.5016666666667,3,"1",4,"0","0","0","0","0","0","0","1","0",4,1,"1",7.569198,"0","1",15,"0","1","0","0","0",5,0,0.0799999999999999,0.68,18
"1","1","0","1","1",2,0,"1",44,16,14,5,5,"1","1",4.26267987704132,"0","0","0",4.5,6,2,6,4.6,5,8,6,-0.329350225757261,2,2,2,3,3,"1",4.5,5,"1","1",44,4,"1",4,"0","0","0","0","0","0","0","0","0",4,1,"0",7.569198,"0","1",15.6666666666667,"0","0","0","0","0",1,0,0.0599999999999998,0.3,16
"1","0","0","0","1",2,0,"3",45,17,13.36908,5,3.347201,"1","0.929593",4.33073334028633,"0","0","0",3.75,0,3,6,4.4,4.243704,8,2.910392,0.332182234756965,0,1,1.100092,2,1.068472,"0",4,4.363035,"1","0.8700154",45,3,"1",3,"1","0","0.06048632","1","0.1127865","0","0.05724351","1","0",4,4,"1",7.569198,"0","0",17.5833333333333,"0","1","0","0","0",0,0,0,0,14
"1","1","1","1","1",4,2,"2",36,12,14,2,3,"0","1",3.72489883246477,"0","0","0",4.25,7,0,3,4.4,4.4,4,3,0.532608135940035,0,3,1,2,2,"0",3.5,3.5,"1","1",36,1,"1",5,"0","0","0","0","0","0","0","0","0",4,1,"0.7259314",7.569198,"0","0",16.1666666666667,"0","0","0","0","0",0,0,0,0,12
"1","0","0","0","0",2,0,"1",48,14,13.36908,1,3.347201,"0","0.929593",1.09861228866811,"1","1","1",5,7,2,6,5,4.243704,7,2.910392,-0.0005413742,1,3,1.100092,2,1.068472,"0",5,4.363035,"1","0.8700154",48,2,"1",1,"1","0","0.06048632","1","0.1127865","1","0.05724351","1","1",2,2,"1",7.569198,"0","0",16,"0","0","0","0","0",1,0,0,1.184,12
"1","1","1","1","1",4,2,"2",39.63,12,12,2,4,"1","1",3.8458783706315,"0","0","0",4.75,6,6,3,4.6,5,4,3,0.264454420961229,2,3,1,2,2,"1",5,5,"1","1",39.6144444444444,3.65,"1",3.88,"0","0","0","1","1","0","0","0","0",3.85,1,"0.7259314",7.569198,"0","1",15.1666666666667,"0","1","0","0","0",0,0,0,0,14
"1","1","1","1","1",3,1,"1",57,12,16,3,1,"1","0",3.04452243772342,"1","1","1",4.5,3,1,3,5,4.4,4,3,0.532608135940035,0,2,1,2,1,"0",5,5,"0","0",57,4,"0",3,"0","0","0","0","0","0","0","0","0",1,1,"0.7259314",7.569198,"0","0",18.25,"0","0","0","0","1",2,0,0,0,17
